# Geom ID       ; Period                                    ; Status flags
[1204:0.0.0.0] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.36] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.37] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.38] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.39] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.40] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.41] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.56] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.57] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.58] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.59] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.60] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.61] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.62] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.63] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.64] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.65] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.66] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.67] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.68] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.69] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.70] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.71] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.72] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.73] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.74] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.75] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.76] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.77] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.78] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.79] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.80] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.81] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.82] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.83] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.84] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.85] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.86] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.87] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.88] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.89] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.90] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.91] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.92] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.93] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.94] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.95] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.96] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.97] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.98] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.99] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.100] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.101] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.102] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.103] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.104] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.105] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.106] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.107] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.108] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.109] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.110] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.111] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.0.112] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.0] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.1] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.2] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.3] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.4] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.5] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.6] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.7] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.8] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.9] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.10] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.11] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.12] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.13] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.14] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.15] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.16] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.17] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.18] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.19] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.20] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.21] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.22] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.23] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.24] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.25] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.26] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.27] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.28] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.29] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.30] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.31] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.32] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.33] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.34] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.35] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.36] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.37] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.38] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.39] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.40] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.41] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.56] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.57] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.58] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.59] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.60] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.61] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.62] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.63] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.64] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.65] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.66] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.67] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.68] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.69] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.70] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.71] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.72] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.73] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.74] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.75] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.76] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.77] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.78] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.79] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.80] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.81] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.82] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.83] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.84] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.85] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.86] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.87] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.88] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.89] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.90] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.91] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.92] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.93] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.94] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.95] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.96] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.97] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.98] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.99] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.100] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.101] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.102] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.103] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.104] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.105] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.106] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.107] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.108] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.109] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.110] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.111] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.1.112] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.0] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.1] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.2] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.3] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.4] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.5] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.6] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.7] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.8] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.9] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.10] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.11] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.12] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.13] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.14] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.15] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.16] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.17] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.18] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.19] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.20] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.21] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.22] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.23] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.24] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.25] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.26] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.27] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.28] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.29] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.30] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.31] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.32] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.33] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.34] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.35] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.36] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.37] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.38] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.39] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.40] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.41] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.56] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.57] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.58] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.59] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.60] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.61] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.62] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.63] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.64] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.65] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.66] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.67] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.68] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.69] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.70] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.71] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.72] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.73] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.74] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.75] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.76] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.77] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.78] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.79] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.80] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.81] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.82] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.83] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.84] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.85] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.86] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.87] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.88] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.89] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.90] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.91] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.92] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.93] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.94] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.95] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.96] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.97] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.98] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.99] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.100] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.101] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.102] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.103] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.104] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.105] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.106] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.107] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.108] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.109] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.110] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.111] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.2.112] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.0] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.1] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.2] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.3] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.4] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.5] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.6] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.7] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.8] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.9] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.10] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.11] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.12] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.13] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.14] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.15] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.16] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.17] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.18] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.19] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.20] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.21] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.22] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.23] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.24] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.25] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.26] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.27] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.28] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.29] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.30] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.31] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.32] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.33] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.34] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.35] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.36] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.37] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.38] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.39] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.40] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.41] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.56] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.57] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.58] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.59] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.60] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
[1204:0.1.3.61] ; [2022-01-01 00:00:00/2028-01-01 00:00:00) ; off
